title,lastrevid
Mohammed bin Said bin Khalfan Al Mamari,1241252689
Muhammad al-Kattani,1246285307
Osman Kebir,1249045186
Randall Mitchell,1240295547
Saparmyrat Batyrow,1237699388
Shreyas. M. Patel,1245989282
Sidi al-Ayachi,1245187768
Somawansa Amarasinghe,1243073099
Stephen V Báthory,1236501380
Syed Nasir Ali Rizvi,1230227995
Terkimbi Ikyange,1202786191
Timothy Apiyo,1235330925
Youssef Zulficar Pasha,1241283836
Yumna Maumoon,1248445820
Yusuf al-Ajab,1082923942
Amadou Doucoure,1185422077
Amir Hossein Jahanshahi,1246624147
Ana María Castañeda,1246254674
André Cusaco,1226519341
Balthasar Báthory,1030716598
Bartholomew Parapolo,1222021153
Binos Dauda Yaroe,1226318030
Dinh Van Than,1244170639
Edipcia Dubón,1230517724
Ellen Gwaradzimba,1246241932
Evelyn de Soysa,1219815222
Fernando Ospina Hernández,1245233340
Freddy Ñáñez,1246246481
Hakim Benchamach,1244051294
Hiroyuki Nakamura,1132490848
Hla Maung Shwe,1144174107
Isaac Lewin,1236772917
Jean-Claude Pierre-Louis,1240586431
Josué Alex Mukendi,1158533179
Jovan Valenta,1147361812
Kamal Al-Shair,1243142013
Kelvin Simon,1241592202
Khaled Aref,1242025839
Kondru Murali Mohan,1240256587
Lovemore Madhuku,1138179170
Luigi Adwok,1171543658
Majnun Mammadov,1248225337
Mammetmyrat Geldinyyazov,1138728249
Mato Arlović,1165306945
Modeste Boukadia,1234167840
Musabek Alimbekov,1243509941
Mwita Waitara,1175946667
Nani Maiya Dahal,1241969646
Nelson Chui,1246359401
Njomgang Isaac,1108440685
Norberto La Porta,1225799869
Omar Mustafa,1209453058
Oueddei Kichidemi,1162338564
Oung Ouen,1079121769
Pablo de Porturas y Landázuri,1240726735
Piero Soderini,1241554138
Rafael Francisco Osejo,1226873055
Scot Sakupwanya,1242611251
Shakib Arslan,1250176770
Stig Malm,1191857507
Szymon Konarski,1244720947
Than Nyein,1219791544
Tuncay Dinç,1134880777
Yanamala Divya,1235673745
Yi Cha-gyŏm,1239740263
Ahmed Gacmayare,1154853671
Ahmed bin Mohammed Al Maktoum,1233798238
Alexis Liatis,1118203952
Ali Këlcyra,1227369252
Ali Mohammed Thunayan Al-Ghanim,1228803753
Amadou-Mahtar M'Bow,1250208947
Amin al-Husseini,1240504249
Amos Mubunga Kambere,1158683705
Arnold Piggott,1071023974
Asaf Hajiyev,1235219197
Charles Saunders (colonial administrator),1247585508
Chibli Mallat,1238777882
Choukri Djibah,1210382017
Denitsa Simeonova,1236772129
Diaa Rashwan,1236697683
Engelbert Rugeje,1250829674
Errol Fonseka,1235434444
Farah Rumy,1244066021
Ferdinand Essandja,1176623737
Francisco Elías de Tejada y Spínola,1240811856
Franz Leitner (politician),1215054152
Gregorio José Ramírez,1242282892
Hisham Amna,1161616362
Ioannis Malachias,1232322174
Jan Stankievič,1245626600
Jawar Mohammed,1234533731
János Bethlen,1198918159
Laurent Nkunda,1247976741
Liliya Moshechkova,1245229052
Mahmoud Bah,1179963758
Mar Garcia,1246159813
Marième Ndiaye,1233246343
Maw Htun Aung,1245372940
Mohammed Hussein Al Shaali,1224261260
Muhiddin Kabiri,1228369923
Nigel Dharamlall,1245162145
Patrick Obahiagbon,1191433333
Perfecto Lacoste,1243523067
Pompeo Gabrielli,1240207871
Raya Nazaryan,1241562603
Rudolf Filkus,1165978468
Siricio Iro Wani,1215348942
Sultan Ahmed (Burmese politician),1214544169
Thuli Dladla,1213531431
Tobias de Aguiar,1226478932
Vittorio Sorotiuk,1246065682
Xhezair Shaqiri,1249592857
Yury Afanasyev,1174552950
Zakaria Mohamed Haji-Abdi,1205851984
Étienne-Laurent-Pierre Burnel,1242210968
Abas Ermenji,1240801210
Abdul Wahab Al-Nafisi,1228860900
Aliaksandr Azarau,1249779544
Amador Bueno,1218000288
Amadou Scattred Janneh,1214288012
Angelo Ziccardi,1211668279
Arstanbek Abdyldayev,1220308001
Ashok-Alexander Sridharan,1177480035
Azlan Mohd Lazim,968561996
Baurzhan Abdishev,1234098485
Bayaman Erkinbayev,1249803041
Bonifasius Belawan Geh,1163823822
Borys Klimchuk (politician),1243514473
Carlos Neder,1246065514
Daniel García-Peña,1245233082
Family of Mohamed Muizzu,1247284084
Glenn Godfrey,1239031792
Gunter Pleuger,1104322145
Ida Reteno Assonouet,1152970577
Ion Ceban,1250593639
"Jean-Pierre Casimir de Marcassus, Baron de Puymaurin",1237402258
Kazimierz Pietkiewicz,1181733030
Khadga Bahadur Pokharel,1153778069
Lubomír Ledl,1189600825
Majdi Khaldi,1176162219
Maria Cândida Pereira Teixeira,1218506469
Mateusz Berger,1213472678
Meris Šehović,1183087341
Mohamed Al-Halbousi,1249030002
Monja Jaona,1214613613
Muhammad al-Sufi,1240829022
Nadine Heredia,1246361479
Nemencio Acosta,1216990637
Nezir Škaljić,1198617659
Nils Claëson,1240184551
Oleh Shamshur,1245069798
Pema Chewang,1241911285
Ram Tirath Singhal,1240429624
Roman Knoll (politician),1148272129
Sassi Lamouri,1181986973
Sergei Tikhanovsky,1247883595
Sergey Ignatyev (economist),1248950865
Soe Moe Hlaing,1177185207
Stanley Nyagah,1200647898
Sugawara no Koreyoshi,1184827176
Suren Shadunts,1242146414
Thimoteus Tjamuaha,1214738431
Vangel Ajanovski-Oče,1195408159
Yevgeny Maslov (politician),1187050981
Štefan Osuský,1250297617
Ahmed bin Mohamed Al Khalifa,1221144846
Aidarus al-Zoubaidi,1243417460
Ajaaratou Satang Jow,1175733791
Al-Aref al-Khoga,1115564594
Andrzej Butra,1247358928
Antonio Augusto Eduardo Namburete,1232941744
Aqif Pasha Elbasani,1243882903
Arastun Javadov,1147579900
Azis Tahir Ajdonati,1192928746
Bonaventure Mizidy,976591922
Charles Udoh,1250273545
Christian Theodor Overbeck,1240259800
Corinne Cahen,1249938719
Delphin Kyubwa,1053664236
Fernando Alexandre (politician),1232236594
Frans Tutuhatunewa,1242513025
Habib ur Rahman (Indian National Army officer),1242611593
Hso Khan Pha,1210083613
Hussein Hagi Bood,1106104619
Ibrahim Jadhran,1133325184
Ibrahim Tako,1246222619
Idris Garba Kareka,1243414573
Kader Sevinc,1121471206
Kamel Beldjoud,1214832676
Kassim Rimawi,1245154719
Lilian Tomitom,1022602552
Maran Brang Seng,1239820808
Mile Zečević,1249711505
Miroslav Lidinský,1226706928
Mohamed Benchaaboun,1245188693
Mohammed Hadid,1247827426
Muhammad Musa al-Amri,1144463258
Nadine Ramaroson,1209645610
Nawab Muhammad Khan Shahwani,1218353398
Reuben Chesire,1246061536
Rudolf Hilf,1065378015
Sabit Lulo,1180950488
Samsudin Osman,1228848919
San Tun,1245372381
Saïda Sassi,1126876949
Sieciech,1197260541
Solomon Grobshtein,1067081975
Solon Ménos,1244094860
Strong Lebanon,1250819432
Takis Evdokas,1225988181
Tomás Enrique Soley Soler,1221318310
Volodymyr Hryshchenko,1248793385
William Fondleroy Duguid,1149070233
Yadollah Javani,1200779504
Yahia Nasseri,1207071815
Abdulaziz Nasser Al Shamsi,1249127813
Abdus Salam (Chattogram politician),1245374007
Agustín Intriago,1246861962
Aleksandr Surat,1207744067
Ali Ibrahimov,1244157806
Azam Kamaralzaman,1250251847
Bolivia Suárez,1246247008
Bona Malwal,1235651454
Cesare Correnti,1045556051
Colin Everett Jordan,1090593974
Dipo Dina,1202540135
Eliaba James Surur,1158776779
Elliot Manyika,1246001588
Falah Hassan al-Zidan,1187920845
Fazail Ibrahimli,1243509483
Ferenc Esterházy (1715–1785),1221058943
François Auguste de Thou,1138918376
György Thurzó,1213588389
Hamid Kahram,1242136780
Hashmat Ghani Ahmadzai,1207743719
Ibraahim Guure,1243240858
Ibrahim Mohammed Bomai,1248720028
István Kendi,942771137
Ivan Kramberger,1230833935
Jose de Sousa Campos,1015210781
Josip Ferfolja,1144472397
Juan Carlos Del Bello,1225784914
Kazi Abdus Shahid Lal,1237261507
Lawrence Fonka Shang,1041211681
Luis L. Domínguez,1234469779
Mahadi Sinambela,1161081271
Maslah Mohammed Siad Barre,1246397242
Milorad Unković,1243519686
Mohammed al-Hajj ibn Mohammed al-Dila'i,1250398472
Nixon Kiprotich Korir,1235201670
Ondřej Přikryl,1225554044
Rafiu Jafojo,1246220604
Ramses Ohee,1186039754
Ramón Chíes,1229508444
Rinzin Jamtsho,986219619
Rohana Wijeweera,1249738578
Sarkis Dkhrouni,1177977114
Soemarno Sosroatmodjo,1193347271
Sokratis Famellos,1246982301
Tibor Farkas,1175892177
Ugorji Okechuwu Ugorji,1247120199
Walter Rosa,1250504429
William Odongo Omamo,1216249052
Yassine Merabi,1214841607
Talk:Chamala Kiran Kumar Reddy,1245355032
A. J. R. de Soysa,1187003494
Abdullah Al Saidi,1241135391
Abelardo Vicioso,1217485696
Agegnehu Teshager,1242182622
Ahmed Moalim Fiqi,1232330437
Albert Hasibuan,1188677120
Alejandra Bravo Hidalgo,1210732533
Arianna Tanca,1225861640
Azzeddine Laraki,1246571939
Badal Muradyan,1214662146
Baganset U Thaw,1245618789
Behxhet Nepravishta,1180949734
Chang Jung-sook,1211885011
Elias Shill,1246062483
Friedrich von Holstein,1234065530
Giacomo Vuxani,1236574917
Hermine Patricia Tomaïno Ndam Njoya,1240147077
Ismael Balkhi,1244521219
Ismaël Wagué,1246469926
Jean-Chrisostôme Imbert,1071832914
Jimmy Stevens (politician),1169502061
Joanne Massiah,1241592526
José Abílio Silva de Santana,1247550991
Kang Sung-hee (politician),1212134475
Madang Majok,930031820
Mercy Johnson,1248330894
Mohamed Ali El Admi,1055102528
Mohamed al-Menfi,1249120511
Moussa Moumouni Djermakoye,1227768407
Muhammad Mamman Nami,1200771302
Nazi Boni,1165935460
Pantaleón Dalence,1227643398
Peeter Luksep,1246219825
Prijono,1250603537
Pyotr Prakapovich,1228551886
Rachid Bladehane,1186319378
Richard Chimwendo Banda,1250002793
Saleem Khursheed Khokhar,1142155683
Samuel Jackman Prescod,1227284229
Sengezo Tshabangu,1228478288
Serdar Hüseyin Yıldırım,1238772936
Shirali Akhundov,1213002608
Simon Michel,1244066188
Susan Nakhumicha Wafula,1246062254
Valery Sakhashchyk,1250695986
Wesam Al Tahtamouni,1247633212
Youcef Chorfa,1214834266
Yun Chi-wang,1239239673
Ziad Hawat,1236388246
Šime Kurelić,1242200393
Abbas Zaki,1250385725
Abdurrahman Fatalibeyli,1241052691
Alincia Williams-Grant,1241592542
Andrija Popović,1245227218
André Michel (lawyer),1173706360
Benja Razafimahaleo,1072140578
Bujar Dida,1222151681
Chandradasa Wijesinghe,1187003994
Cheikh Abdoul Khadre Cissokho,1226291269
Francis Polisi Loile Lotodo,1246061901
Hasan Basri Güzeloğlu,1250846017
Hassan Nur Elmi,1229588066
Hennadiy Lahuta,1248754715
Hichem Sofiane Salaouatchi,1212186286
Ja Htoi Pan,1250704546
James Chikerema,1247967827
Jane Kabajungu Bainomugisha,1246243038
Jerzy Jan Lerski,1181090239
Kadyrbek Atambaev,1248418462
Kastriot Berissa,1244463139
Kata Pejnović,1186773296
Khayelihle Mathaba,1084880305
Loknath Sharma,1151281659
Lujo Vojnović,1246357379
Léon Kengo wa Dondo,1237115839
Maddipati Venkata Raju,1232659961
Marco Aurelio Avellaneda,1233010330
Margaret Rwebyambu,1246348833
Maria do Rosário Palma Ramalho,1231260672
Martin Zaimov,1187122509
Mohamed Salah Fliss,1227258994
Mohammed Ali Al-Maqdashi,1228062555
Mounir El Hajj,1249040636
Musa Al-Koni,1248662396
Mustapha Saheb Ettabaa,1227721793
Márton Berzeviczy,1218731042
Omar Marwan,1232585318
Patrick Kayemba,1147577766
Paul Schiemann,1234101505
Pedro Molina Mazariegos,1249577124
Pedro Nolasco Cruz Vergara,1236685196
Radmilo Bogdanović,1248776436
René Ribière,1226476376
Sarifuddin Hata,1219055795
Seth Sukhdev,1184723748
Simon Mijok Majak,1250096002
Soheib Bencheikh,1247574563
Trương Đình Dzu,1220804010
Usman Mamman Durkwa,1197400198
Ziad Abu Ein,1249943445
Abdullahi Mohamed Ali,1244290824
Aleksy Ćwiakowski,1197729887
Alisahib Huseynov,1246588423
Alue Dohong,1211229924
Armando Aráuz Aguilar,1222118361
Ashab Uddin Ahmad,1245380479
Aymen Tawfeeq Almoayed,1227286508
Benon Sevan,1233091293
Bernardo Guerra Serna,1250271191
Carlos Cañal y Migolla,1247065861
Carmen Quesada Santamaría,1241998103
Eddy J. Changkye,1188052498
Eduardo Wiesner Durán,1245236200
Elsa Noguera,1246254840
Fausto Alvarado,1246361641
Franz Moroder,1228417930
Gabriela Sommerfeld,1225405935
Gérard Mfuranzima,1059652996
Habtezion Hadgu,1250526937
Hans Reinhold von Fersen,1234257793
Hwangbo Seung-hee,1248060797
Ichita Kobashi,1189303646
Ihsan Al Jabri,1234945394
J. O. J. Okezie,1246965044
Jean-Marie Piret,1140972331
Juan Palarea Blanes,1241607000
Julius Abure,1246413584
Luigi Ossoinack,1182731594
Mamed Iskenderov,1244201378
Marat Beketaev,1243510011
Mikhael Daher,1176998437
Mohammed Karim Lamrani,1243832238
Mostafa Mesbahzadeh,1232632604
Mykhailo Reznik,1198044363
Neten Zangmo,1244820972
Nicos A. Rolandis,1227623813
Peter Odey,1249042317
Pholile Shakantu,1238876241
Qaqambile Matanzima,1244192469
Rasinin Kautis,1243633848
Roman Mashovets,1235987628
Roslan Saidin,1236575083
Samuel Adesina,1173870499
Seiichi Ikehata,1183432859
Souad Bendjaballah,1134649751
Stella da Graça Pinto Novo Zeca,1070241018
Tharcisse Kasongo Mwema Yamba-Yamba,1178367789
Torii Tadafumi,1242468034
Tsegaye Mamo,1207573326
Wenike Opurum Briggs,1250419442
Abdel Halim Mohamed,1249045451
"Aleksandr Nikitin (politician, born 1987)",1246754862
Alimirah Hanfare,1250176148
Anni Podimata,1157530218
Artur Herasymov,1250198673
Brigida Antónia Correia,1215933839
Carlo Tivaroni,1187024057
Carlos Bazán Zender,1246360102
Cissy Cooray,1219814539
Dinah Salifou,1230417967
Dineshbhai Makwana,1241441616
Ensieh Khazali,1239744485
Ganesh Pandey,1229387790
Geydar Dzhemal,1230275006
Ghulam Mohammed Baloch,1244647456
Giuseppe Amadei,1177469902
Hipólito Chaiña,1180365426
Héctor Tizón,1222501416
JN Reddy (politician),1244194513
James Biggart,1215233929
Jaroslav Svěchota,1115512326
Josiah Johnson,1221925167
José Francisco Barrundia,1227213476
Jozef Pribilinec,1230117870
József Szakovics,1237352671
Khaled bin Mohamed Al Nahyan,1249535350
Khin Kyaw Han,1036478390
Lordan Zafranović,1244528472
M. A. Gaffar,1189278863
Mayra Montaño,1231714830
Mohamed Ali Hasan Ali,1006173162
Mohamed al-Atifi,1243159603
Mory Sinkoun Kaba,1169321796
Oscar de Glanville,1216156762
Renny Ottolina,1241457122
Robert Urbain,1073906467
Rudy Aernoudt,1241935456
Rukayya Dawayya,1246220020
Sagheer Ahmad,1248056932
Salah al-Bardawil,1237818280
Salvador Valdés Mesa,1208194413
Sudi Silalahi,1233394585
Sékou Sanogo,1229953035
Tan Keng Liang,1189171478
Tomiwa Aladekomo,1247119888
Tomáš Eduard Šilinger,1164900220
Vasile Bîtca,1203790429
Volodymyr Serhiychuk,1179345129
Yun Yeong-ryeol,1215815837
Álvaro Bulhão Pato,1163626833
Adamir Jerković,1247049881
Adnan Jashari,1191752848
Ali Masykur Musa,1150921469
Amina Zakari,1151698875
Andreas Koukouma,1230635455
Atsushi Nonaka,1197601212
Ayodeji Karim,1235211765
Aécio de Borba,1232075289
Danie Hough,1139511588
David Dafinone,1249772100
Eugène Goblet d'Alviella,1182389599
Fuad Naghiyev,1248662296
Gaston Feuillard,1186382326
Gil Colunje,1210905449
Haditha Jamal Haditha Al-Khreisha,1248954943
Han Eum,1212062331
Hatem Ali Khan,1237261567
Ibrahim Sane,1246062464
Jafar Nainggolan,1176056235
Jean-Pierre Makouta-Mboukou,1156202898
Jhalak Bahadur Magar,1241302999
Jos Dupré,1249790591
Josip Kregar,1159514930
Juan Espinosa (politician),1229957977
Khalif Mumin Tohow,1171423321
Krzysztof Smela,996003859
Manasseh Daniel Jatau,1238159613
Martin Jahn,1214958856
Nikica Gabrić,1100953009
Nurlan Aldabergenov,1243509816
Olaokun Soyinka,1248925413
Owoidighe Ekpoatai,1236704701
Pedro Soares Muñoz,1235664468
Pyotr Aksyonov,1179750634
Rachel Maryam,1249335636
Ramón Castro y Ramírez,1225486364
Rui Cristina,1225503141
Samheng Boros,1217047991
Soha Gendi,1221811571
Song Ikpil,1215802134
Stefan Dimitrov (politician),1249080975
Surya Bahadur KC,1236558469
Syed Ata-ul-Muhaimin Bukhari,1185328707
Teker Riek Dong,918811425
Thangam Thennarasu,1248598184
Thomas Nimene Botoe,1210293916
Usub Bek Temuryan,1243494457
W. E. Boteju,1249868654
Waldemar Cerrón,1244136533
Česlovas Kudaba,1133166000
Abdirahim Ali Ismail,1189471410
Amichand Rajbansi,1246417697
Annaguly Deryayev,1245384737
Ashraf Bey Taghiyev,1213943020
Baggu Ramanamurthy,1249860352
Batrić Jovanović,1152984878
Charles-Alexandre Steinhäuslin,1134567603
Cristina Gherasimov,1232591535
Djama Ali Moussa,1242429887
Dmytro Kashchuk,1249706357
Erasmo Janer Gironella,1221936125
Fodéba Keïta,1219849021
Francesco I Ventimiglia,1148195617
Hélène Pelosse,1244217829
John Malish Dujuk,1146507746
Jon Heese,1224247296
"Juan de Tassis, 1st Count of Villamediana",1237348476
Kyaw Zaw Oo,1227561394
Kōzō Akino,1189142290
Lau Yew,1208100175
Lucienne Herman-Michielsens,1235711895
Maffeo Pantaleoni,1240551123
Marcelo Elío,1219316021
Maria Terezinha Viegas,1235479870
Medeiros e Albuquerque,1176588076
Mohamed Ali Boughazi,1213870570
Mohammad Hadi Nejad Hosseinian,1245674858
Mohammed Tahir Omar,1185088733
Nafisat Yusuf Mohammed,1013484175
Nguyễn Thị Thập,1145703738
Noah Musingku,1242740358
Nukun Prachuapmo,1233734595
Nur Tabar,1135059804
Patrick Zamoi,1162680534
Rada Trajković,1177424397
Ramón Meza y Suárez Inclán,1231615289
Robert Persaud,1190122265
Ruth Hiyob Mollel,1158305325
Saeed bin Zayed Al Nahyan,1177986909
Sayed Zafar Hashemi,1179137138
Semisi Sika,1224037686
Shin Gyu-sik,1248398902
Simon Chelugui,1242725015
Sven-Olle Olsson,1214971665
Toubé Clément Dakio,1139020686
Ung Hong Sath,1250884183
Urmila Thakur (politician),1238407722
Valerijonas Šadreika,1016659563
Virendra Pratap Shahi,1242975657
Walter Guggenberger,1154443829
Abba Bina,1214592995
Abdulla Adel Fakhro,1223700072
Abdullah al-Lafi,1183544804
Alfons Adam,1244617588
Alércio Dias,1101206546
Amadou Thiam,1244380205
Basma Azouar,1192088820
Dikko Umar Radda,1248858099
Dilara Aliyeva,1236388140
Dwight Sutherland,1226875792
Eduardas Vilkas,1051384630
Elena Marinucci,1211172540
Franz Josef Bucher,1231998192
Franz Seraph von Pfistermeister,1231553705
Gerhard Stahl,1237391547
Ibrahim Makama Misau,1248040951
Irondi Pugliesi,1226012000
Ivan Lypa,1158193136
Jakob Meyer zum Hasen,1244058039
Jihan Nurlela,1248803637
John Djopari,1244191286
Jonah Ranaivo,1186387487
József Klekl (politician),1185528975
Kane Hamidou Baba,1231791635
Kim Kyu-sik,1245687400
Kim Se-jin (politician),1216840135
Lyudmila Petkova,1240500207
Marcelino dos Santos,1246373256
Mohammed Lutf al-Iryani,1219000221
Mustafa Arif Deymer,1188785915
Nurija Pozderac,1197296458
Oh Shin-hwan,1215046755
Oldrado da Tresseno,1041518550
Paul Kraatz,1244843931
Paul Masseron,1222114102
Paulo Nani,1242343796
Pavel Creangă,1230089280
Qaraqat Äbden,1243509662
Quatre Sou Quatre,1193126229
Rached Ghannouchi,1234345585
Rafael Francisco Amador Campos,1246254621
Renato de' Pazzi,1178270671
Ronald Gamarra Herrera,1247351339
Salath Rasasack,1247069795
Sayed Jalal Karim,1136614743
Sunil Bose,1241961199
Yannis Moralis (politician),1243618134
Yusuf Franko Coussa,1217309774
Za Hlei Thang,1250853841
Édouard Dunglas,1235409307
Adelheid Tröscher,1222297199
Alberto Franceschi,1198782364
Alexandra Benado,1247622508
Ali Mohammad (politician),1136630194
Aloyse Hentgen,1250507433
Antti Kuosmanen,1245068759
Armend Muja,1241838665
Azaly Ben Marofo,1240888321
Carlos Petroni,1199679676
Cho Jeong-sik,1248055796
Eduardo Valencia Ospina,1246254972
Felix Lichnowsky,1226205451
Francisco del Rosario Sánchez,1246219145
Félix Maradiaga,1218371987
Gheorghe Lungu (politician),1232592378
Helmud Hontong,1236990274
Hermano José Braamcamp de Almeida Castelo Branco,1211949113
Hussam ad-Din Jarallah,1242025822
Hüseyin Sungur,1174624081
Ibrahima Kaba Bah,1189714237
Jelena Trivić,1214253428
Jesus Faria Maiato,1209631313
Joachim Gunsalam,1249455076
"José Maria de Sousa Macedo Almeida e Vasconcelos, 1st Baron of Santa Comba Dão",1216419153
José María Martinez Salinas,1104275868
Józef Rymer,1075462370
Karl von Zinzendorf,1240906258
Karma Donnen Wangdi,1150559998
Kasidej Chutimant,1223927680
Kham Ouane Boupha,1213804936
Lee Tae-bok,1238348498
Ljupčo Andonovski,1249711549
Mabel Malherbe,1246187297
Marcelo Muniagurria,1242262794
Martin Parfait Aimé Coussoud-Mavoungou,1178358315
Nkululeko Mkastos Sibanda,1243016866
Onwuka Kalu,1219858469
Qais Mohammed Al Yousef,1249877304
Rabah Bouaziz,1232492563
Santiago Mayas,1220279443
Saqr bin Zayed Al Nahyan,1199874821
Sergei Smirnov (intelligence officer),1243511085
Sergio Páez Verdugo,1233100674
Siyavush Novruzov,1243520070
Soleiman Khan Meykadeh,1225810430
Thamer Ali Sabah Al-Salem Al-Sabah,1210778715
Thirty Comrades,1242193633
Tshencho Wangdi,935053725
Zahur Ahmad Chowdhury,1243860749
Abbo Nassour,1144389013
Abdellatif Zeroual,1244051612
Antasari Azhar,1230187180
Azzam Shawwa,1179943461
Bakhodir Kurbanov (general),1220771041
Cesar Maalouf,1204724753
Chafic Nassif,1249040415
Chamina Ben Mohamed,1247354060
